fid,name,left,top,right,bottom,id,Lat Grid,Lon Grid,Grid,Event Count
1944,Queens,-73.9198,40.7164,-73.9156,40.7122,8311,52,80,Lat52Lon80,40
1928,Queens,-73.9198,40.7122,-73.9156,40.708,8312,51,80,Lat51Lon80,16
1926,Queens,-73.9198,40.708,-73.9156,40.7038,8313,50,80,Lat50Lon80,122.5
5135,Brooklyn,-73.9198,40.7038,-73.9156,40.6996,8314,49,80,Lat49Lon80,230
5134,Brooklyn,-73.9198,40.6996,-73.9156,40.6954,8315,48,80,Lat48Lon80,502
5137,Brooklyn,-73.9198,40.6954,-73.9156,40.6912,8316,47,80,Lat47Lon80,224
5136,Brooklyn,-73.9198,40.6912,-73.9156,40.687,8317,46,80,Lat46Lon80,91
5139,Brooklyn,-73.9198,40.687,-73.9156,40.6828,8318,45,80,Lat45Lon80,337
5138,Brooklyn,-73.9198,40.6828,-73.9156,40.6786,8319,44,80,Lat44Lon80,200
5153,Brooklyn,-73.9198,40.6786,-73.9156,40.6744,8320,43,80,Lat43Lon80,248
5152,Brooklyn,-73.9198,40.6744,-73.9156,40.6702,8321,42,80,Lat42Lon80,356
5157,Brooklyn,-73.9198,40.6702,-73.9156,40.666,8322,41,80,Lat41Lon80,229
5155,Brooklyn,-73.9198,40.666,-73.9156,40.6618,8323,40,80,Lat40Lon80,289
5161,Brooklyn,-73.9198,40.6618,-73.9156,40.6576,8324,39,80,Lat39Lon80,251
5159,Brooklyn,-73.9198,40.6576,-73.9156,40.6534,8325,38,80,Lat38Lon80,285
5164,Brooklyn,-73.9198,40.6534,-73.9156,40.6492,8326,37,80,Lat37Lon80,104
5162,Brooklyn,-73.9198,40.6492,-73.9156,40.645,8327,36,80,Lat36Lon80,43
5141,Brooklyn,-73.9198,40.645,-73.9156,40.6408,8328,35,80,Lat35Lon80,33
5140,Brooklyn,-73.9198,40.6408,-73.9156,40.6366,8329,34,80,Lat34Lon80,88
5143,Brooklyn,-73.9198,40.6366,-73.9156,40.6324,8330,33,80,Lat33Lon80,182
5142,Brooklyn,-73.9198,40.6324,-73.9156,40.6282,8331,32,80,Lat32Lon80,77
5146,Brooklyn,-73.9198,40.6282,-73.9156,40.624,8332,31,80,Lat31Lon80,96
5144,Brooklyn,-73.9198,40.624,-73.9156,40.6198,8333,30,80,Lat30Lon80,45
5150,Brooklyn,-73.9198,40.6198,-73.9156,40.6156,8334,29,80,Lat29Lon80,120
5148,Brooklyn,-73.9198,40.6156,-73.9156,40.6114,8335,28,80,Lat28Lon80,74
5175,Brooklyn,-73.9198,40.6114,-73.9156,40.6072,8336,27,80,Lat27Lon80,33
5173,Brooklyn,-73.9198,40.6072,-73.9156,40.603,8337,26,80,Lat26Lon80,4
5179,Brooklyn,-73.9198,40.5904,-73.9156,40.5862,8341,22,80,Lat22Lon80,19
5185,Brooklyn,-73.9198,40.5862,-73.9156,40.582,8342,21,80,Lat21Lon80,0
5183,Brooklyn,-73.9198,40.582,-73.9156,40.5778,8343,20,80,Lat20Lon80,0
1952,Queens,-73.9198,40.5652,-73.9156,40.561,8347,16,80,Lat16Lon80,0
1954,Queens,-73.9198,40.561,-73.9156,40.5568,8348,15,80,Lat15Lon80,222
1953,Queens,-73.9198,40.5568,-73.9156,40.5526,8349,14,80,Lat14Lon80,0
1955,Queens,-73.9198,40.5526,-73.9156,40.5484,8350,13,80,Lat13Lon80,0
3743,Bronx,-73.9156,40.918,-73.9114,40.9138,8365,100,81,Lat100Lon81,0
3751,Bronx,-73.9156,40.9138,-73.9114,40.9096,8366,99,81,Lat99Lon81,0
3748,Bronx,-73.9156,40.9096,-73.9114,40.9054,8367,98,81,Lat98Lon81,0
3787,Bronx,-73.9156,40.9054,-73.9114,40.9012,8368,97,81,Lat97Lon81,15
3785,Bronx,-73.9156,40.9012,-73.9114,40.897,8369,96,81,Lat96Lon81,6
3790,Bronx,-73.9156,40.897,-73.9114,40.8928,8370,95,81,Lat95Lon81,9
3788,Bronx,-73.9156,40.8928,-73.9114,40.8886,8371,94,81,Lat94Lon81,74
3793,Bronx,-73.9156,40.8886,-73.9114,40.8844,8372,93,81,Lat93Lon81,291
3792,Bronx,-73.9156,40.8844,-73.9114,40.8802,8373,92,81,Lat92Lon81,109
2091,Manhattan,-73.9156,40.8802,-73.9114,40.876,8374,91,81,Lat91Lon81,15.5
2090,Manhattan,-73.9156,40.876,-73.9114,40.8718,8375,90,81,Lat90Lon81,62.5
2088,Manhattan,-73.9156,40.8718,-73.9114,40.8676,8376,89,81,Lat89Lon81,104
2087,Manhattan,-73.9156,40.8676,-73.9114,40.8634,8377,88,81,Lat88Lon81,0
2089,Manhattan,-73.9156,40.8634,-73.9114,40.8592,8378,87,81,Lat87Lon81,96.5
3774,Bronx,-73.9156,40.8592,-73.9114,40.855,8379,86,81,Lat86Lon81,184
3780,Bronx,-73.9156,40.855,-73.9114,40.8508,8380,85,81,Lat85Lon81,220
3778,Bronx,-73.9156,40.8508,-73.9114,40.8466,8381,84,81,Lat84Lon81,789
3784,Bronx,-73.9156,40.8466,-73.9114,40.8424,8382,83,81,Lat83Lon81,417
3782,Bronx,-73.9156,40.8424,-73.9114,40.8382,8383,82,81,Lat82Lon81,705
3808,Bronx,-73.9156,40.8382,-73.9114,40.834,8384,81,81,Lat81Lon81,713
3806,Bronx,-73.9156,40.834,-73.9114,40.8298,8385,80,81,Lat80Lon81,655
3810,Bronx,-73.9156,40.8298,-73.9114,40.8256,8386,79,81,Lat79Lon81,346
3809,Bronx,-73.9156,40.8256,-73.9114,40.8214,8387,78,81,Lat78Lon81,457
3812,Bronx,-73.9156,40.8214,-73.9114,40.8172,8388,77,81,Lat77Lon81,236
3811,Bronx,-73.9156,40.8172,-73.9114,40.813,8389,76,81,Lat76Lon81,219
3814,Bronx,-73.9156,40.813,-73.9114,40.8088,8390,75,81,Lat75Lon81,140
3813,Bronx,-73.9156,40.8088,-73.9114,40.8046,8391,74,81,Lat74Lon81,933
3798,Bronx,-73.9156,40.8046,-73.9114,40.8004,8392,73,81,Lat73Lon81,60
2092,Manhattan,-73.9156,40.8004,-73.9114,40.7962,8393,72,81,Lat72Lon81,11.5
3801,Bronx,-73.9156,40.7962,-73.9114,40.792,8394,71,81,Lat71Lon81,0
7,Queens,-73.9156,40.792,-73.9114,40.7878,8395,70,81,Lat70Lon81,0
13,Queens,-73.9156,40.7878,-73.9114,40.7836,8396,69,81,Lat69Lon81,51.5
11,Queens,-73.9156,40.7836,-73.9114,40.7794,8397,68,81,Lat68Lon81,98
17,Queens,-73.9156,40.7794,-73.9114,40.7752,8398,67,81,Lat67Lon81,219
15,Queens,-73.9156,40.7752,-73.9114,40.771,8399,66,81,Lat66Lon81,119
45,Queens,-73.9156,40.771,-73.9114,40.7668,8400,65,81,Lat65Lon81,99
43,Queens,-73.9156,40.7668,-73.9114,40.7626,8401,64,81,Lat64Lon81,202
49,Queens,-73.9156,40.7626,-73.9114,40.7584,8402,63,81,Lat63Lon81,196
47,Queens,-73.9156,40.7584,-73.9114,40.7542,8403,62,81,Lat62Lon81,273
52,Queens,-73.9156,40.7542,-73.9114,40.75,8404,61,81,Lat61Lon81,119
51,Queens,-73.9156,40.75,-73.9114,40.7458,8405,60,81,Lat60Lon81,257
56,Queens,-73.9156,40.7458,-73.9114,40.7416,8406,59,81,Lat59Lon81,149
54,Queens,-73.9156,40.7416,-73.9114,40.7374,8407,58,81,Lat58Lon81,0
28,Queens,-73.9156,40.7374,-73.9114,40.7332,8408,57,81,Lat57Lon81,0
26,Queens,-73.9156,40.7332,-73.9114,40.729,8409,56,81,Lat56Lon81,3
32,Queens,-73.9156,40.729,-73.9114,40.7248,8410,55,81,Lat55Lon81,15
30,Queens,-73.9156,40.7248,-73.9114,40.7206,8411,54,81,Lat54Lon81,38
37,Queens,-73.9156,40.7206,-73.9114,40.7164,8412,53,81,Lat53Lon81,14
34,Queens,-73.9156,40.7164,-73.9114,40.7122,8413,52,81,Lat52Lon81,73
41,Queens,-73.9156,40.7122,-73.9114,40.708,8414,51,81,Lat51Lon81,62
39,Queens,-73.9156,40.708,-73.9114,40.7038,8415,50,81,Lat50Lon81,87
59,Queens,-73.9156,40.7038,-73.9114,40.6996,8416,49,81,Lat49Lon81,178
5205,Brooklyn,-73.9156,40.6996,-73.9114,40.6954,8417,48,81,Lat48Lon81,261
5211,Brooklyn,-73.9156,40.6954,-73.9114,40.6912,8418,47,81,Lat47Lon81,142
5209,Brooklyn,-73.9156,40.6912,-73.9114,40.687,8419,46,81,Lat46Lon81,249
5215,Brooklyn,-73.9156,40.687,-73.9114,40.6828,8420,45,81,Lat45Lon81,273
5214,Brooklyn,-73.9156,40.6828,-73.9114,40.6786,8421,44,81,Lat44Lon81,209
5217,Brooklyn,-73.9156,40.6786,-73.9114,40.6744,8422,43,81,Lat43Lon81,156
5216,Brooklyn,-73.9156,40.6744,-73.9114,40.6702,8423,42,81,Lat42Lon81,231
5195,Brooklyn,-73.9156,40.6702,-73.9114,40.666,8424,41,81,Lat41Lon81,262
5194,Brooklyn,-73.9156,40.666,-73.9114,40.6618,8425,40,81,Lat40Lon81,70
5197,Brooklyn,-73.9156,40.6618,-73.9114,40.6576,8426,39,81,Lat39Lon81,220
5196,Brooklyn,-73.9156,40.6576,-73.9114,40.6534,8427,38,81,Lat38Lon81,438
5200,Brooklyn,-73.9156,40.6534,-73.9114,40.6492,8428,37,81,Lat37Lon81,88
5198,Brooklyn,-73.9156,40.6492,-73.9114,40.645,8429,36,81,Lat36Lon81,85
5204,Brooklyn,-73.9156,40.645,-73.9114,40.6408,8430,35,81,Lat35Lon81,84
5202,Brooklyn,-73.9156,40.6408,-73.9114,40.6366,8431,34,81,Lat34Lon81,123
5226,Brooklyn,-73.9156,40.6366,-73.9114,40.6324,8432,33,81,Lat33Lon81,110
5224,Brooklyn,-73.9156,40.6324,-73.9114,40.6282,8433,32,81,Lat32Lon81,12
5229,Brooklyn,-73.9156,40.6282,-73.9114,40.624,8434,31,81,Lat31Lon81,130
5228,Brooklyn,-73.9156,40.624,-73.9114,40.6198,8435,30,81,Lat30Lon81,78
5234,Brooklyn,-73.9156,40.6198,-73.9114,40.6156,8436,29,81,Lat29Lon81,61
5232,Brooklyn,-73.9156,40.6156,-73.9114,40.6114,8437,28,81,Lat28Lon81,57
5238,Brooklyn,-73.9156,40.6114,-73.9114,40.6072,8438,27,81,Lat27Lon81,64
5236,Brooklyn,-73.9156,40.6072,-73.9114,40.603,8439,26,81,Lat26Lon81,15
5220,Brooklyn,-73.9156,40.5862,-73.9114,40.582,8444,21,81,Lat21Lon81,0
5218,Brooklyn,-73.9156,40.582,-73.9114,40.5778,8445,20,81,Lat20Lon81,0
1687,Queens,-73.9156,40.5652,-73.9114,40.561,8449,16,81,Lat16Lon81,0
1689,Queens,-73.9156,40.561,-73.9114,40.5568,8450,15,81,Lat15Lon81,0
1688,Queens,-73.9156,40.5568,-73.9114,40.5526,8451,14,81,Lat14Lon81,0
4266,Bronx,-73.9114,40.918,-73.9072,40.9138,8467,100,82,Lat100Lon82,0
4274,Bronx,-73.9114,40.9138,-73.9072,40.9096,8468,99,82,Lat99Lon82,43
4271,Bronx,-73.9114,40.9096,-73.9072,40.9054,8469,98,82,Lat98Lon82,10
4280,Bronx,-73.9114,40.9054,-73.9072,40.9012,8470,97,82,Lat97Lon82,143
4277,Bronx,-73.9114,40.9012,-73.9072,40.897,8471,96,82,Lat96Lon82,17
4251,Bronx,-73.9114,40.897,-73.9072,40.8928,8472,95,82,Lat95Lon82,26
4248,Bronx,-73.9114,40.8928,-73.9072,40.8886,8473,94,82,Lat94Lon82,47
4255,Bronx,-73.9114,40.8886,-73.9072,40.8844,8474,93,82,Lat93Lon82,152
4253,Bronx,-73.9114,40.8844,-73.9072,40.8802,8475,92,82,Lat92Lon82,154
2461,Manhattan,-73.9114,40.8802,-73.9072,40.876,8476,91,82,Lat91Lon82,72
2460,Manhattan,-73.9114,40.876,-73.9072,40.8718,8477,90,82,Lat90Lon82,196.5
2463,Manhattan,-73.9114,40.8718,-73.9072,40.8676,8478,89,82,Lat89Lon82,0
2462,Manhattan,-73.9114,40.8676,-73.9072,40.8634,8479,88,82,Lat88Lon82,79.5
4300,Bronx,-73.9114,40.8634,-73.9072,40.8592,8480,87,82,Lat87Lon82,552
4299,Bronx,-73.9114,40.8592,-73.9072,40.855,8481,86,82,Lat86Lon82,217
4302,Bronx,-73.9114,40.855,-73.9072,40.8508,8482,85,82,Lat85Lon82,681
4301,Bronx,-73.9114,40.8508,-73.9072,40.8466,8483,84,82,Lat84Lon82,564
4304,Bronx,-73.9114,40.8466,-73.9072,40.8424,8484,83,82,Lat83Lon82,341
4303,Bronx,-73.9114,40.8424,-73.9072,40.8382,8485,82,82,Lat82Lon82,233
4306,Bronx,-73.9114,40.8382,-73.9072,40.834,8486,81,82,Lat81Lon82,633
4305,Bronx,-73.9114,40.834,-73.9072,40.8298,8487,80,82,Lat80Lon82,648
4284,Bronx,-73.9114,40.8298,-73.9072,40.8256,8488,79,82,Lat79Lon82,439
4282,Bronx,-73.9114,40.8256,-73.9072,40.8214,8489,78,82,Lat78Lon82,506
4289,Bronx,-73.9114,40.8214,-73.9072,40.8172,8490,77,82,Lat77Lon82,328
4287,Bronx,-73.9114,40.8172,-73.9072,40.813,8491,76,82,Lat76Lon82,699
4293,Bronx,-73.9114,40.813,-73.9072,40.8088,8492,75,82,Lat75Lon82,172
4291,Bronx,-73.9114,40.8088,-73.9072,40.8046,8493,74,82,Lat74Lon82,113
4297,Bronx,-73.9114,40.8046,-73.9072,40.8004,8494,73,82,Lat73Lon82,132
4295,Bronx,-73.9114,40.8004,-73.9072,40.7962,8495,72,82,Lat72Lon82,10
4307,Bronx,-73.9114,40.7962,-73.9072,40.792,8496,71,82,Lat71Lon82,0
1722,Queens,-73.9114,40.792,-73.9072,40.7878,8497,70,82,Lat70Lon82,0
1728,Queens,-73.9114,40.7878,-73.9072,40.7836,8498,69,82,Lat69Lon82,0
1726,Queens,-73.9114,40.7836,-73.9072,40.7794,8499,68,82,Lat68Lon82,76
1731,Queens,-73.9114,40.7794,-73.9072,40.7752,8500,67,82,Lat67Lon82,123
1730,Queens,-73.9114,40.7752,-73.9072,40.771,8501,66,82,Lat66Lon82,125
1733,Queens,-73.9114,40.771,-73.9072,40.7668,8502,65,82,Lat65Lon82,207
1732,Queens,-73.9114,40.7668,-73.9072,40.7626,8503,64,82,Lat64Lon82,119
1708,Queens,-73.9114,40.7626,-73.9072,40.7584,8504,63,82,Lat63Lon82,38
1706,Queens,-73.9114,40.7584,-73.9072,40.7542,8505,62,82,Lat62Lon82,389
1711,Queens,-73.9114,40.7542,-73.9072,40.75,8506,61,82,Lat61Lon82,66
1710,Queens,-73.9114,40.75,-73.9072,40.7458,8507,60,82,Lat60Lon82,111
1716,Queens,-73.9114,40.7458,-73.9072,40.7416,8508,59,82,Lat59Lon82,157
1714,Queens,-73.9114,40.7416,-73.9072,40.7374,8509,58,82,Lat58Lon82,3
1720,Queens,-73.9114,40.7374,-73.9072,40.7332,8510,57,82,Lat57Lon82,34
1718,Queens,-73.9114,40.7332,-73.9072,40.729,8511,56,82,Lat56Lon82,1
1743,Queens,-73.9114,40.729,-73.9072,40.7248,8512,55,82,Lat55Lon82,10
1741,Queens,-73.9114,40.7248,-73.9072,40.7206,8513,54,82,Lat54Lon82,64
1747,Queens,-73.9114,40.7206,-73.9072,40.7164,8514,53,82,Lat53Lon82,33
1745,Queens,-73.9114,40.7164,-73.9072,40.7122,8515,52,82,Lat52Lon82,84
1750,Queens,-73.9114,40.7122,-73.9072,40.708,8516,51,82,Lat51Lon82,74
1748,Queens,-73.9114,40.708,-73.9072,40.7038,8517,50,82,Lat50Lon82,139
1752,Queens,-73.9114,40.7038,-73.9072,40.6996,8518,49,82,Lat49Lon82,129.5
1751,Queens,-73.9114,40.6996,-73.9072,40.6954,8519,48,82,Lat48Lon82,191
4963,Brooklyn,-73.9114,40.6954,-73.9072,40.6912,8520,47,82,Lat47Lon82,244
4962,Brooklyn,-73.9114,40.6912,-73.9072,40.687,8521,46,82,Lat46Lon82,215
4965,Brooklyn,-73.9114,40.687,-73.9072,40.6828,8522,45,82,Lat45Lon82,256
4964,Brooklyn,-73.9114,40.6828,-73.9072,40.6786,8523,44,82,Lat44Lon82,341
4967,Brooklyn,-73.9114,40.6786,-73.9072,40.6744,8524,43,82,Lat43Lon82,369
4966,Brooklyn,-73.9114,40.6744,-73.9072,40.6702,8525,42,82,Lat42Lon82,546
4969,Brooklyn,-73.9114,40.6702,-73.9072,40.666,8526,41,82,Lat41Lon82,564
4968,Brooklyn,-73.9114,40.666,-73.9072,40.6618,8527,40,82,Lat40Lon82,867
4987,Brooklyn,-73.9114,40.6618,-73.9072,40.6576,8528,39,82,Lat39Lon82,286
4985,Brooklyn,-73.9114,40.6576,-73.9072,40.6534,8529,38,82,Lat38Lon82,229
4991,Brooklyn,-73.9114,40.6534,-73.9072,40.6492,8530,37,82,Lat37Lon82,60
4989,Brooklyn,-73.9114,40.6492,-73.9072,40.645,8531,36,82,Lat36Lon82,72
4995,Brooklyn,-73.9114,40.645,-73.9072,40.6408,8532,35,82,Lat35Lon82,100
4993,Brooklyn,-73.9114,40.6408,-73.9072,40.6366,8533,34,82,Lat34Lon82,139
4999,Brooklyn,-73.9114,40.6366,-73.9072,40.6324,8534,33,82,Lat33Lon82,89
4997,Brooklyn,-73.9114,40.6324,-73.9072,40.6282,8535,32,82,Lat32Lon82,54
4976,Brooklyn,-73.9114,40.6282,-73.9072,40.624,8536,31,82,Lat31Lon82,27
4975,Brooklyn,-73.9114,40.624,-73.9072,40.6198,8537,30,82,Lat30Lon82,30
4978,Brooklyn,-73.9114,40.6198,-73.9072,40.6156,8538,29,82,Lat29Lon82,81
4977,Brooklyn,-73.9114,40.6156,-73.9072,40.6114,8539,28,82,Lat28Lon82,35
4981,Brooklyn,-73.9114,40.6114,-73.9072,40.6072,8540,27,82,Lat27Lon82,52
4979,Brooklyn,-73.9114,40.6072,-73.9072,40.603,8541,26,82,Lat26Lon82,18
1756,Queens,-73.9114,40.5652,-73.9072,40.561,8551,16,82,Lat16Lon82,0
1755,Queens,-73.9114,40.561,-73.9072,40.5568,8552,15,82,Lat15Lon82,0
1754,Queens,-73.9114,40.5568,-73.9072,40.5526,8553,14,82,Lat14Lon82,0
4322,Bronx,-73.9072,40.918,-73.903,40.9138,8569,100,83,Lat100Lon83,0
4327,Bronx,-73.9072,40.9138,-73.903,40.9096,8570,99,83,Lat99Lon83,98
4325,Bronx,-73.9072,40.9096,-73.903,40.9054,8571,98,83,Lat98Lon83,75
4331,Bronx,-73.9072,40.9054,-73.903,40.9012,8572,97,83,Lat97Lon83,51
4329,Bronx,-73.9072,40.9012,-73.903,40.897,8573,96,83,Lat96Lon83,28
4334,Bronx,-73.9072,40.897,-73.903,40.8928,8574,95,83,Lat95Lon83,15
4333,Bronx,-73.9072,40.8928,-73.903,40.8886,8575,94,83,Lat94Lon83,44
4368,Bronx,-73.9072,40.8886,-73.903,40.8844,8576,93,83,Lat93Lon83,144
4366,Bronx,-73.9072,40.8844,-73.903,40.8802,8577,92,83,Lat92Lon83,151
2517,Manhattan,-73.9072,40.8802,-73.903,40.876,8578,91,83,Lat91Lon83,241.5
2515,Manhattan,-73.9072,40.876,-73.903,40.8718,8579,90,83,Lat90Lon83,149
4372,Bronx,-73.9072,40.8718,-73.903,40.8676,8580,89,83,Lat89Lon83,265
4371,Bronx,-73.9072,40.8676,-73.903,40.8634,8581,88,83,Lat88Lon83,137
4374,Bronx,-73.9072,40.8634,-73.903,40.8592,8582,87,83,Lat87Lon83,518
4373,Bronx,-73.9072,40.8592,-73.903,40.855,8583,86,83,Lat86Lon83,531
4353,Bronx,-73.9072,40.855,-73.903,40.8508,8584,85,83,Lat85Lon83,586
4349,Bronx,-73.9072,40.8508,-73.903,40.8466,8585,84,83,Lat84Lon83,925
4357,Bronx,-73.9072,40.8466,-73.903,40.8424,8586,83,83,Lat83Lon83,233
4355,Bronx,-73.9072,40.8424,-73.903,40.8382,8587,82,83,Lat82Lon83,125
4361,Bronx,-73.9072,40.8382,-73.903,40.834,8588,81,83,Lat81Lon83,933
4359,Bronx,-73.9072,40.834,-73.903,40.8298,8589,80,83,Lat80Lon83,653
4365,Bronx,-73.9072,40.8298,-73.903,40.8256,8590,79,83,Lat79Lon83,759
4363,Bronx,-73.9072,40.8256,-73.903,40.8214,8591,78,83,Lat78Lon83,711
4379,Bronx,-73.9072,40.8214,-73.903,40.8172,8592,77,83,Lat77Lon83,628
4378,Bronx,-73.9072,40.8172,-73.903,40.813,8593,76,83,Lat76Lon83,1208
4381,Bronx,-73.9072,40.813,-73.903,40.8088,8594,75,83,Lat75Lon83,196
4380,Bronx,-73.9072,40.8088,-73.903,40.8046,8595,74,83,Lat74Lon83,37
4383,Bronx,-73.9072,40.8046,-73.903,40.8004,8596,73,83,Lat73Lon83,5
4382,Bronx,-73.9072,40.8004,-73.903,40.7962,8597,72,83,Lat72Lon83,0
1790,Queens,-73.9072,40.7962,-73.903,40.792,8598,71,83,Lat71Lon83,0
1788,Queens,-73.9072,40.792,-73.903,40.7878,8599,70,83,Lat70Lon83,0
1769,Queens,-73.9072,40.7878,-73.903,40.7836,8600,69,83,Lat69Lon83,0
1767,Queens,-73.9072,40.7836,-73.903,40.7794,8601,68,83,Lat68Lon83,42
1773,Queens,-73.9072,40.7794,-73.903,40.7752,8602,67,83,Lat67Lon83,160
1771,Queens,-73.9072,40.7752,-73.903,40.771,8603,66,83,Lat66Lon83,125
1777,Queens,-73.9072,40.771,-73.903,40.7668,8604,65,83,Lat65Lon83,58
1775,Queens,-73.9072,40.7668,-73.903,40.7626,8605,64,83,Lat64Lon83,95
1781,Queens,-73.9072,40.7626,-73.903,40.7584,8606,63,83,Lat63Lon83,64
1779,Queens,-73.9072,40.7584,-73.903,40.7542,8607,62,83,Lat62Lon83,62
1803,Queens,-73.9072,40.7542,-73.903,40.75,8608,61,83,Lat61Lon83,118
1802,Queens,-73.9072,40.75,-73.903,40.7458,8609,60,83,Lat60Lon83,36
1807,Queens,-73.9072,40.7458,-73.903,40.7416,8610,59,83,Lat59Lon83,269
1806,Queens,-73.9072,40.7416,-73.903,40.7374,8611,58,83,Lat58Lon83,128
1811,Queens,-73.9072,40.7374,-73.903,40.7332,8612,57,83,Lat57Lon83,15
1809,Queens,-73.9072,40.7332,-73.903,40.729,8613,56,83,Lat56Lon83,15
1813,Queens,-73.9072,40.729,-73.903,40.7248,8614,55,83,Lat55Lon83,161
1812,Queens,-73.9072,40.7248,-73.903,40.7206,8615,54,83,Lat54Lon83,73
1792,Queens,-73.9072,40.7206,-73.903,40.7164,8616,53,83,Lat53Lon83,62
1791,Queens,-73.9072,40.7164,-73.903,40.7122,8617,52,83,Lat52Lon83,130
1794,Queens,-73.9072,40.7122,-73.903,40.708,8618,51,83,Lat51Lon83,81
1793,Queens,-73.9072,40.708,-73.903,40.7038,8619,50,83,Lat50Lon83,122
1797,Queens,-73.9072,40.7038,-73.903,40.6996,8620,49,83,Lat49Lon83,283
1795,Queens,-73.9072,40.6996,-73.903,40.6954,8621,48,83,Lat48Lon83,32.5
1800,Queens,-73.9072,40.6954,-73.903,40.6912,8622,47,83,Lat47Lon83,112
5020,Brooklyn,-73.9072,40.6912,-73.903,40.687,8623,46,83,Lat46Lon83,110
5036,Brooklyn,-73.9072,40.687,-73.903,40.6828,8624,45,83,Lat45Lon83,16
5034,Brooklyn,-73.9072,40.6828,-73.903,40.6786,8625,44,83,Lat44Lon83,199
5040,Brooklyn,-73.9072,40.6786,-73.903,40.6744,8626,43,83,Lat43Lon83,615
5038,Brooklyn,-73.9072,40.6744,-73.903,40.6702,8627,42,83,Lat42Lon83,320
5043,Brooklyn,-73.9072,40.6702,-73.903,40.666,8628,41,83,Lat41Lon83,710
5042,Brooklyn,-73.9072,40.666,-73.903,40.6618,8629,40,83,Lat40Lon83,572
5046,Brooklyn,-73.9072,40.6618,-73.903,40.6576,8630,39,83,Lat39Lon83,369
5044,Brooklyn,-73.9072,40.6576,-73.903,40.6534,8631,38,83,Lat38Lon83,138
5023,Brooklyn,-73.9072,40.6534,-73.903,40.6492,8632,37,83,Lat37Lon83,25
5022,Brooklyn,-73.9072,40.6492,-73.903,40.645,8633,36,83,Lat36Lon83,139
5025,Brooklyn,-73.9072,40.645,-73.903,40.6408,8634,35,83,Lat35Lon83,116
5024,Brooklyn,-73.9072,40.6408,-73.903,40.6366,8635,34,83,Lat34Lon83,93
5028,Brooklyn,-73.9072,40.6366,-73.903,40.6324,8636,33,83,Lat33Lon83,100
5026,Brooklyn,-73.9072,40.6324,-73.903,40.6282,8637,32,83,Lat32Lon83,103
5032,Brooklyn,-73.9072,40.6282,-73.903,40.624,8638,31,83,Lat31Lon83,13
5030,Brooklyn,-73.9072,40.624,-73.903,40.6198,8639,30,83,Lat30Lon83,62
5056,Brooklyn,-73.9072,40.6198,-73.903,40.6156,8640,29,83,Lat29Lon83,57
5054,Brooklyn,-73.9072,40.6156,-73.903,40.6114,8641,28,83,Lat28Lon83,6
5060,Brooklyn,-73.9072,40.6114,-73.903,40.6072,8642,27,83,Lat27Lon83,36
5058,Brooklyn,-73.9072,40.6072,-73.903,40.603,8643,26,83,Lat26Lon83,20
1818,Queens,-73.9072,40.5652,-73.903,40.561,8653,16,83,Lat16Lon83,3
1820,Queens,-73.9072,40.561,-73.903,40.5568,8654,15,83,Lat15Lon83,0
1819,Queens,-73.9072,40.5568,-73.903,40.5526,8655,14,83,Lat14Lon83,0
3607,Bronx,-73.903,40.9138,-73.8988,40.9096,8672,99,84,Lat99Lon84,76
3605,Bronx,-73.903,40.9096,-73.8988,40.9054,8673,98,84,Lat98Lon84,68
3610,Bronx,-73.903,40.9054,-73.8988,40.9012,8674,97,84,Lat97Lon84,12
3608,Bronx,-73.903,40.9012,-73.8988,40.897,8675,96,84,Lat96Lon84,40
3613,Bronx,-73.903,40.897,-73.8988,40.8928,8676,95,84,Lat95Lon84,18
3612,Bronx,-73.903,40.8928,-73.8988,40.8886,8677,94,84,Lat94Lon84,57
3615,Bronx,-73.903,40.8886,-73.8988,40.8844,8678,93,84,Lat93Lon84,179
3614,Bronx,-73.903,40.8844,-73.8988,40.8802,8679,92,84,Lat92Lon84,125
3591,Bronx,-73.903,40.8802,-73.8988,40.876,8680,91,84,Lat91Lon84,407
3587,Bronx,-73.903,40.876,-73.8988,40.8718,8681,90,84,Lat90Lon84,456
3596,Bronx,-73.903,40.8718,-73.8988,40.8676,8682,89,84,Lat89Lon84,534
3594,Bronx,-73.903,40.8676,-73.8988,40.8634,8683,88,84,Lat88Lon84,385
3600,Bronx,-73.903,40.8634,-73.8988,40.8592,8684,87,84,Lat87Lon84,584
3598,Bronx,-73.903,40.8592,-73.8988,40.855,8685,86,84,Lat86Lon84,628
3604,Bronx,-73.903,40.855,-73.8988,40.8508,8686,85,84,Lat85Lon84,501
3602,Bronx,-73.903,40.8508,-73.8988,40.8466,8687,84,84,Lat84Lon84,394
3630,Bronx,-73.903,40.8466,-73.8988,40.8424,8688,83,84,Lat83Lon84,108
3628,Bronx,-73.903,40.8424,-73.8988,40.8382,8689,82,84,Lat82Lon84,251
3632,Bronx,-73.903,40.8382,-73.8988,40.834,8690,81,84,Lat81Lon84,294
3631,Bronx,-73.903,40.834,-73.8988,40.8298,8691,80,84,Lat80Lon84,533
3634,Bronx,-73.903,40.8298,-73.8988,40.8256,8692,79,84,Lat79Lon84,549
3633,Bronx,-73.903,40.8256,-73.8988,40.8214,8693,78,84,Lat78Lon84,417
3636,Bronx,-73.903,40.8214,-73.8988,40.8172,8694,77,84,Lat77Lon84,402
