Bucket,Lat,Lon,Medical Emergencies,Medical MFAs,NonMedical Emergencies,NonMedical MFAs,NonStructural Fires,Structural Fires,Total
Lat100Lon63,40.9079,-73.91,1,,5,,,4,10
Lat100Lon64,40.9079,-73.9044,54,,37,1,1,5,98
Lat100Lon65,40.9079,-73.8988,69,,63,1,5,10,148
Lat100Lon73,40.9079,-73.854,4,,4,,1,2,11
Lat100Lon74,40.9079,-73.8484,10,,18,,,1,29
Lat100Lon78,40.9079,-73.826,2,,6,,,1,9
Lat10Lon10,40.5299,-74.2068,15,,9,,,1,25
Lat10Lon11,40.5299,-74.2012,4,,10,1,1,1,17
Lat10Lon12,40.5299,-74.1956,4,,7,3,,2,16
Lat10Lon13,40.5299,-74.19,19,1,24,1,3,4,52
Lat10Lon14,40.5299,-74.1844,3,,4,,,1,8
Lat10Lon17,40.5299,-74.1676,37,,14,,,4,55
Lat10Lon18,40.5299,-74.162,13,,10,1,,1,25
Lat10Lon19,40.5299,-74.1564,1,,3,1,,,5
Lat10Lon4,40.5299,-74.2404,32,,36,1,1,6,76
Lat10Lon8,40.5299,-74.218,11,,18,2,3,5,39
Lat10Lon9,40.5299,-74.2124,2,,5,,,1,8
Lat11Lon10,40.5341,-74.2068,5,,7,,,2,14
Lat11Lon11,40.5341,-74.2012,7,,19,1,,1,28
Lat11Lon12,40.5341,-74.1956,21,,25,3,1,3,53
Lat11Lon13,40.5341,-74.19,14,,8,1,,,23
Lat11Lon14,40.5341,-74.1844,56,,42,,1,9,108
Lat11Lon15,40.5341,-74.1788,8,1,6,3,,2,20
Lat11Lon16,40.5341,-74.1732,7,,7,,,1,15
Lat11Lon17,40.5341,-74.1676,10,,5,,,3,18
Lat11Lon18,40.5341,-74.162,23,,12,1,1,4,41
Lat11Lon19,40.5341,-74.1564,17,,16,2,,3,38
Lat11Lon20,40.5341,-74.1508,12,,14,7,3,1,37
Lat11Lon21,40.5341,-74.1452,5,,3,,,1,9
Lat11Lon4,40.5341,-74.2404,3,,4,,,,7
Lat11Lon5,40.5341,-74.2348,,,1,,,,1
Lat11Lon7,40.5341,-74.2236,,,1,,,,1
Lat11Lon8,40.5341,-74.218,7,,8,,,5,20
Lat12Lon10,40.5383,-74.2068,21,,24,,5,4,54
Lat12Lon11,40.5383,-74.2012,10,,12,,,3,25
Lat12Lon12,40.5383,-74.1956,15,1,29,1,1,4,51
Lat12Lon13,40.5383,-74.19,7,,18,,2,,27
Lat12Lon14,40.5383,-74.1844,16,,18,1,,1,36
Lat12Lon15,40.5383,-74.1788,6,,5,,,1,12
Lat12Lon16,40.5383,-74.1732,19,,20,1,2,3,45
Lat12Lon17,40.5383,-74.1676,24,,15,,2,5,46
Lat12Lon18,40.5383,-74.162,13,,6,3,,2,24
Lat12Lon19,40.5383,-74.1564,21,,9,2,,,32
Lat12Lon20,40.5383,-74.1508,27,,14,3,2,,46
Lat12Lon21,40.5383,-74.1452,20,,30,1,,7,58
Lat12Lon5,40.5383,-74.2348,8,,16,1,1,2,28
Lat12Lon7,40.5383,-74.2236,48,1,24,2,2,2,79
Lat12Lon8,40.5383,-74.218,8,,7,,,1,16
Lat12Lon9,40.5383,-74.2124,12,,19,,5,,36
Lat13Lon10,40.5425,-74.2068,24,,42,,2,1,69
Lat13Lon11,40.5425,-74.2012,21,,7,,1,1,30
Lat13Lon12,40.5425,-74.1956,24,,37,2,,2,65
Lat13Lon13,40.5425,-74.19,7,,13,,1,,21
Lat13Lon14,40.5425,-74.1844,4,,5,,1,,10
Lat13Lon15,40.5425,-74.1788,37,,22,4,5,3,71
Lat13Lon16,40.5425,-74.1732,21,,20,1,,4,46
Lat13Lon17,40.5425,-74.1676,15,,12,,1,4,32
Lat13Lon18,40.5425,-74.162,53,,35,3,1,1,93
Lat13Lon19,40.5425,-74.1564,17,,22,,1,,40
Lat13Lon20,40.5425,-74.1508,24,,19,,1,4,48
Lat13Lon21,40.5425,-74.1452,21,,39,1,,,61
Lat13Lon22,40.5425,-74.1396,4,,5,,2,,11
Lat13Lon3,40.5425,-74.246,,,1,,,,1
Lat13Lon5,40.5425,-74.2348,2,,3,,,,5
Lat13Lon7,40.5425,-74.2236,21,,19,2,1,2,45
Lat13Lon8,40.5425,-74.218,27,,31,,1,3,62
Lat13Lon9,40.5425,-74.2124,20,,24,,1,2,47
Lat14Lon10,40.5467,-74.2068,6,,1,,,1,8
Lat14Lon11,40.5467,-74.2012,17,,20,,2,6,45
Lat14Lon12,40.5467,-74.1956,16,,16,3,,3,38
Lat14Lon13,40.5467,-74.19,12,2,8,1,4,2,29
Lat14Lon14,40.5467,-74.1844,16,,22,,,2,40
Lat14Lon15,40.5467,-74.1788,12,,18,5,1,1,37
Lat14Lon16,40.5467,-74.1732,18,,16,1,,5,40
Lat14Lon17,40.5467,-74.1676,35,,27,1,,2,65
Lat14Lon18,40.5467,-74.162,37,,24,2,1,3,67
Lat14Lon19,40.5467,-74.1564,15,,16,,,1,32
Lat14Lon20,40.5467,-74.1508,8,,9,3,1,2,23
Lat14Lon21,40.5467,-74.1452,14,,19,,,2,35
Lat14Lon22,40.5467,-74.1396,91,,152,3,1,4,251
Lat14Lon24,40.5467,-74.1284,2,,5,,1,,8
Lat14Lon6,40.5467,-74.2292,3,,12,,,,15
Lat14Lon8,40.5467,-74.218,37,,27,1,1,4,70
Lat14Lon9,40.5467,-74.2124,31,,27,,1,3,62
Lat15Lon11,40.5509,-74.2012,19,,16,,4,,39
Lat15Lon12,40.5509,-74.1956,7,1,2,1,1,,12
Lat15Lon13,40.5509,-74.19,15,,11,,1,6,33
Lat15Lon14,40.5509,-74.1844,15,,11,1,,2,29
Lat15Lon15,40.5509,-74.1788,8,,6,,,,14
Lat15Lon16,40.5509,-74.1732,19,,32,3,2,4,60
Lat15Lon17,40.5509,-74.1676,30,,34,3,2,5,74
Lat15Lon18,40.5509,-74.162,23,,23,1,1,4,52
Lat15Lon19,40.5509,-74.1564,29,1,20,1,1,1,53
Lat15Lon20,40.5509,-74.1508,12,,16,3,2,1,34
Lat15Lon21,40.5509,-74.1452,17,,23,1,1,3,45
Lat15Lon22,40.5509,-74.1396,34,,17,2,1,4,58
Lat15Lon23,40.5509,-74.134,1,,1,3,,2,7
Lat15Lon26,40.5509,-74.1172,,,2,2,1,,5
Lat15Lon5,40.5509,-74.2348,,,1,,,,1
Lat15Lon7,40.5509,-74.2236,6,,7,,2,,15
Lat15Lon8,40.5509,-74.218,11,,20,,2,6,39
Lat15Lon9,40.5509,-74.2124,15,,19,1,1,2,38
Lat16Lon10,40.5551,-74.2068,2,,4,,,,6
Lat16Lon11,40.5551,-74.2012,14,,38,8,2,4,66
Lat16Lon12,40.5551,-74.1956,11,,4,1,,2,18
Lat16Lon13,40.5551,-74.19,1,,1,,,,2
Lat16Lon14,40.5551,-74.1844,22,,10,,,1,33
Lat16Lon15,40.5551,-74.1788,20,,16,,1,6,43
Lat16Lon16,40.5551,-74.1732,34,,20,2,,5,61
Lat16Lon17,40.5551,-74.1676,35,,20,2,1,5,63
Lat16Lon18,40.5551,-74.162,27,1,10,3,,,41
Lat16Lon19,40.5551,-74.1564,39,,41,,,4,84
Lat16Lon20,40.5551,-74.1508,16,,11,,,2,29
Lat16Lon21,40.5551,-74.1452,10,,12,,,3,25
Lat16Lon22,40.5551,-74.1396,61,1,41,,2,7,112
Lat16Lon23,40.5551,-74.134,25,,10,1,,3,39
Lat16Lon24,40.5551,-74.1284,1,,,,,,1
Lat16Lon25,40.5551,-74.1228,14,,10,,2,2,28
Lat16Lon26,40.5551,-74.1172,10,,7,4,1,,22
Lat16Lon27,40.5551,-74.1116,,,2,,,,2
Lat16Lon8,40.5551,-74.218,5,,3,,,,8
Lat16Lon9,40.5551,-74.2124,9,,17,1,1,4,32
Lat17Lon10,40.5593,-74.2068,5,,1,1,,,7
Lat17Lon11,40.5593,-74.2012,5,,2,,,2,9
Lat17Lon12,40.5593,-74.1956,23,,18,,2,3,46
Lat17Lon14,40.5593,-74.1844,6,,1,,,,7
Lat17Lon15,40.5593,-74.1788,27,,22,,2,1,52
Lat17Lon16,40.5593,-74.1732,25,,4,1,,,30
Lat17Lon17,40.5593,-74.1676,54,,32,3,,4,93
Lat17Lon18,40.5593,-74.162,36,,24,,2,4,66
Lat17Lon19,40.5593,-74.1564,40,,21,1,,4,66
Lat17Lon20,40.5593,-74.1508,43,,22,2,,7,74
Lat17Lon21,40.5593,-74.1452,18,,9,,1,2,30
Lat17Lon23,40.5593,-74.134,5,,4,,,,9
Lat17Lon24,40.5593,-74.1284,12,,19,,,6,37
Lat17Lon25,40.5593,-74.1228,18,,10,1,1,1,31
Lat17Lon26,40.5593,-74.1172,27,1,24,,1,2,55
Lat17Lon27,40.5593,-74.1116,16,,14,,,2,32
Lat17Lon28,40.5593,-74.106,16,,10,,1,,27
Lat17Lon29,40.5593,-74.1004,4,,1,,,,5
Lat17Lon62,40.5593,-73.9156,94,1,113,2,5,7,222
Lat18Lon13,40.5635,-74.19,1,,7,,1,,9
Lat18Lon14,40.5635,-74.1844,11,,8,1,,4,24
Lat18Lon15,40.5635,-74.1788,34,1,38,3,1,2,79
Lat18Lon16,40.5635,-74.1732,6,,10,,,1,17
Lat18Lon17,40.5635,-74.1676,,,4,,,,4
Lat18Lon19,40.5635,-74.1564,5,,10,,,3,18
Lat18Lon20,40.5635,-74.1508,2,,,,,1,3
Lat18Lon22,40.5635,-74.1396,1,,6,,1,,8
Lat18Lon24,40.5635,-74.1284,12,,10,,,,22
Lat18Lon25,40.5635,-74.1228,16,,19,1,,3,39
Lat18Lon26,40.5635,-74.1172,104,,64,,5,9,182
Lat18Lon27,40.5635,-74.1116,33,,17,,,5,55
Lat18Lon28,40.5635,-74.106,47,,17,4,,1,69
Lat18Lon29,40.5635,-74.1004,23,,22,,3,2,50
Lat18Lon30,40.5635,-74.0948,,,,,1,,1
Lat18Lon64,40.5635,-73.9044,9,,7,,,,16
Lat18Lon66,40.5635,-73.8932,6,1,14,,,2,23
Lat19Lon12,40.5677,-74.1956,1,,1,,,,2
Lat19Lon20,40.5677,-74.1508,8,,3,,,,11
Lat19Lon22,40.5677,-74.1396,7,,4,,,1,12
Lat19Lon23,40.5677,-74.134,5,,3,,,,8
Lat19Lon24,40.5677,-74.1284,9,,7,,1,,17
Lat19Lon25,40.5677,-74.1228,16,1,10,,,,27
Lat19Lon26,40.5677,-74.1172,19,,14,2,1,1,37
Lat19Lon27,40.5677,-74.1116,71,,25,,5,3,104
Lat19Lon28,40.5677,-74.106,11,,15,,1,,27
Lat19Lon29,40.5677,-74.1004,4,,4,2,7,1,18
Lat19Lon30,40.5677,-74.0948,84,6,36,11,3,3,143
Lat19Lon67,40.5677,-73.8876,1,,,,,,1
Lat19Lon68,40.5677,-73.882,10,1,17,,1,,29
Lat19Lon70,40.5677,-73.8708,14,,11,,,,25
Lat19Lon71,40.5677,-73.8652,4,,4,,,1,9
Lat20Lon17,40.5719,-74.1676,8,,1,,,,9
Lat20Lon20,40.5719,-74.1508,2,,6,,,1,9
Lat20Lon21,40.5719,-74.1452,5,1,9,1,1,1,18
Lat20Lon23,40.5719,-74.134,3,,5,,,2,10
Lat20Lon24,40.5719,-74.1284,4,,,,,,4
Lat20Lon25,40.5719,-74.1228,11,,8,,,2,21
Lat20Lon26,40.5719,-74.1172,20,,16,3,1,2,42
Lat20Lon27,40.5719,-74.1116,20,,16,1,4,2,43
Lat20Lon28,40.5719,-74.106,16,,11,1,,,28
Lat20Lon29,40.5719,-74.1004,11,,2,,,,13
Lat20Lon30,40.5719,-74.0948,34,,24,7,,1,66
Lat20Lon31,40.5719,-74.0892,47,1,9,,1,,58
Lat20Lon46,40.5719,-74.0052,8,,1,2,,,11
Lat20Lon47,40.5719,-73.9996,88,,65,4,6,3,166
Lat20Lon48,40.5719,-73.994,242,4,330,13,6,26,621
Lat20Lon49,40.5719,-73.9884,75,,39,,,5,119
Lat20Lon50,40.5719,-73.9828,29,,6,1,,1,37
Lat20Lon51,40.5719,-73.9772,21,,3,,1,,25
Lat20Lon71,40.5719,-73.8652,5,,14,,3,2,24
Lat20Lon72,40.5719,-73.8596,7,,15,,,5,27
Lat20Lon73,40.5719,-73.854,15,,29,4,3,3,54
Lat21Lon13,40.5761,-74.19,3,,45,5,2,,55
Lat21Lon17,40.5761,-74.1676,1,,2,1,2,,6
Lat21Lon18,40.5761,-74.162,26,1,27,,1,2,57
Lat21Lon19,40.5761,-74.1564,3,,3,,,,6
Lat21Lon21,40.5761,-74.1452,1,,1,,,,2
Lat21Lon22,40.5761,-74.1396,,,5,,,,5
Lat21Lon23,40.5761,-74.134,5,,8,,,,13
Lat21Lon25,40.5761,-74.1228,12,1,5,3,,3,24
Lat21Lon26,40.5761,-74.1172,29,,18,,1,,48
Lat21Lon27,40.5761,-74.1116,19,,12,1,,1,33
Lat21Lon28,40.5761,-74.106,39,,19,1,1,1,61
Lat21Lon29,40.5761,-74.1004,18,,21,2,2,,43
Lat21Lon30,40.5761,-74.0948,17,,27,4,1,2,51
Lat21Lon31,40.5761,-74.0892,5,,7,,,1,13
Lat21Lon32,40.5761,-74.0836,3,,9,3,1,,16
Lat21Lon33,40.5761,-74.078,,,,1,,,1
Lat21Lon45,40.5761,-74.0108,14,1,16,,,,31
Lat21Lon46,40.5761,-74.0052,45,,36,5,2,7,95
Lat21Lon47,40.5761,-73.9996,266,6,319,14,7,28,640
Lat21Lon48,40.5761,-73.994,90,4,95,6,4,9,208
Lat21Lon49,40.5761,-73.9884,270,5,230,13,5,26,549
Lat21Lon50,40.5761,-73.9828,314,4,58,11,11,13,411
Lat21Lon51,40.5761,-73.9772,168,1,68,7,8,2,254
Lat21Lon52,40.5761,-73.9716,137,,30,1,8,2,178
Lat21Lon53,40.5761,-73.966,239,1,78,4,3,16,341
Lat21Lon54,40.5761,-73.9604,442,,150,4,17,17,630
Lat21Lon55,40.5761,-73.9548,189,1,63,,2,15,270
Lat21Lon56,40.5761,-73.9492,15,,21,3,4,6,49
Lat21Lon57,40.5761,-73.9436,3,,4,,1,1,9
Lat21Lon67,40.5761,-73.8876,8,,15,,3,2,28
Lat21Lon71,40.5761,-73.8652,,,1,,,,1
Lat21Lon72,40.5761,-73.8596,16,,20,,,3,39
Lat21Lon73,40.5761,-73.854,7,,6,,1,,14
Lat21Lon74,40.5761,-73.8484,30,2,33,3,2,3,73
Lat21Lon75,40.5761,-73.8428,79,,41,1,3,8,132
Lat21Lon76,40.5761,-73.8372,97,,47,,2,5,151
Lat22Lon17,40.5803,-74.1676,111,,126,5,7,1,250
Lat22Lon18,40.5803,-74.162,22,,29,2,1,3,57
Lat22Lon19,40.5803,-74.1564,22,,5,5,,,32
Lat22Lon20,40.5803,-74.1508,2,3,136,,9,,150
Lat22Lon23,40.5803,-74.134,59,,18,,,2,79
Lat22Lon25,40.5803,-74.1228,8,,7,,1,,16
Lat22Lon26,40.5803,-74.1172,3,,6,1,,,10
Lat22Lon27,40.5803,-74.1116,34,,27,1,,9,71
Lat22Lon28,40.5803,-74.106,32,,11,1,2,,46
Lat22Lon29,40.5803,-74.1004,32,,26,2,,2,62
Lat22Lon30,40.5803,-74.0948,39,,29,2,,3,73
Lat22Lon31,40.5803,-74.0892,24,,25,,,2,51
Lat22Lon32,40.5803,-74.0836,5,,2,,1,1,9
Lat22Lon33,40.5803,-74.078,70,,11,2,2,,85
Lat22Lon45,40.5803,-74.0108,5,,9,,1,2,17
Lat22Lon46,40.5803,-74.0052,26,1,17,2,6,1,53
Lat22Lon47,40.5803,-73.9996,88,,113,3,,14,218
Lat22Lon49,40.5803,-73.9884,73,2,74,5,3,9,166
Lat22Lon50,40.5803,-73.9828,45,1,44,11,4,8,113
Lat22Lon51,40.5803,-73.9772,39,1,22,,,2,64
Lat22Lon52,40.5803,-73.9716,184,1,48,3,3,9,248
Lat22Lon53,40.5803,-73.966,248,1,124,13,11,21,418
Lat22Lon54,40.5803,-73.9604,148,1,50,10,9,14,232
Lat22Lon55,40.5803,-73.9548,91,,59,,4,14,168
Lat22Lon56,40.5803,-73.9492,21,,21,1,3,6,52
Lat22Lon57,40.5803,-73.9436,6,,8,1,,3,18
Lat22Lon58,40.5803,-73.938,35,1,35,2,1,7,81
Lat22Lon59,40.5803,-73.9324,29,,25,,3,,57
Lat22Lon72,40.5803,-73.8596,,,2,,,,2
Lat22Lon73,40.5803,-73.854,5,,3,,1,,9
Lat22Lon74,40.5803,-73.8484,15,,14,1,,3,33
Lat22Lon75,40.5803,-73.8428,28,,26,,1,1,56
Lat22Lon76,40.5803,-73.8372,187,,95,8,2,1,293
Lat22Lon77,40.5803,-73.8316,69,,33,14,,2,118
Lat22Lon78,40.5803,-73.826,52,1,35,5,,9,102
Lat22Lon79,40.5803,-73.8204,3,,4,,,,7
Lat23Lon17,40.5845,-74.1676,,,3,,,,3
Lat23Lon18,40.5845,-74.162,47,,13,6,2,,68
Lat23Lon19,40.5845,-74.1564,17,,9,1,,4,31
Lat23Lon20,40.5845,-74.1508,17,,10,,1,2,30
Lat23Lon21,40.5845,-74.1452,5,,5,,,,10
Lat23Lon24,40.5845,-74.1284,1,,,,,,1
Lat23Lon25,40.5845,-74.1228,2,,2,,1,2,7
Lat23Lon27,40.5845,-74.1116,2,,7,,,,9
Lat23Lon28,40.5845,-74.106,26,,32,1,2,2,63
Lat23Lon29,40.5845,-74.1004,13,,18,1,1,1,34
Lat23Lon30,40.5845,-74.0948,33,,25,1,3,,62
Lat23Lon31,40.5845,-74.0892,65,,22,3,,2,92
Lat23Lon49,40.5845,-73.9884,42,,44,3,6,2,97
Lat23Lon50,40.5845,-73.9828,34,,20,,1,4,59
Lat23Lon51,40.5845,-73.9772,7,,5,,,,12
Lat23Lon52,40.5845,-73.9716,59,,27,2,7,8,103
Lat23Lon53,40.5845,-73.966,67,,77,13,3,7,167
Lat23Lon54,40.5845,-73.9604,54,,44,1,4,1,104
Lat23Lon55,40.5845,-73.9548,85,1,60,,1,11,158
Lat23Lon56,40.5845,-73.9492,154,1,110,5,5,12,287
Lat23Lon57,40.5845,-73.9436,17,1,27,3,2,,50
Lat23Lon58,40.5845,-73.938,33,1,46,4,,10,94
Lat23Lon59,40.5845,-73.9324,121,,64,1,2,13,201
Lat23Lon60,40.5845,-73.9268,3,,3,1,,,7
Lat23Lon76,40.5845,-73.8372,,,3,,,,3
Lat23Lon77,40.5845,-73.8316,1,,9,,,,10
Lat23Lon78,40.5845,-73.826,22,,19,6,,4,51
Lat23Lon79,40.5845,-73.8204,57,2,58,10,4,12,143
Lat23Lon80,40.5845,-73.8148,94,1,105,4,1,11,216
Lat23Lon81,40.5845,-73.8092,64,1,23,10,,3,101
Lat23Lon82,40.5845,-73.8036,29,,7,4,,2,42
Lat24Lon11,40.5887,-74.2012,,,9,,1,2,12
Lat24Lon12,40.5887,-74.1956,11,,20,,4,,35
Lat24Lon13,40.5887,-74.19,10,,15,,1,1,27
Lat24Lon17,40.5887,-74.1676,3,,4,,2,,9
Lat24Lon18,40.5887,-74.162,34,,15,1,1,4,55
Lat24Lon19,40.5887,-74.1564,43,,21,,2,3,69
Lat24Lon20,40.5887,-74.1508,23,,26,,,5,54
Lat24Lon21,40.5887,-74.1452,13,,20,8,,2,43
Lat24Lon23,40.5887,-74.134,,,1,,,,1
Lat24Lon27,40.5887,-74.1116,1,,8,,,,9
Lat24Lon28,40.5887,-74.106,24,,32,2,1,2,61
Lat24Lon29,40.5887,-74.1004,40,,116,3,2,4,165
Lat24Lon30,40.5887,-74.0948,36,,30,2,,2,70
Lat24Lon31,40.5887,-74.0892,71,2,29,,1,1,104
Lat24Lon32,40.5887,-74.0836,4,,4,,,1,9
Lat24Lon33,40.5887,-74.078,29,,10,,4,3,46
Lat24Lon48,40.5887,-73.994,17,,12,,2,2,33
Lat24Lon49,40.5887,-73.9884,105,1,48,2,6,10,172
Lat24Lon50,40.5887,-73.9828,30,1,18,8,7,11,75
Lat24Lon51,40.5887,-73.9772,54,1,56,5,,,116
Lat24Lon52,40.5887,-73.9716,104,,60,2,2,12,180
Lat24Lon53,40.5887,-73.966,77,,42,3,5,7,134
Lat24Lon54,40.5887,-73.9604,142,,83,5,3,10,243
Lat24Lon55,40.5887,-73.9548,186,1,58,6,8,9,268
Lat24Lon56,40.5887,-73.9492,91,,45,2,3,4,145
Lat24Lon57,40.5887,-73.9436,111,1,52,6,3,7,180
Lat24Lon58,40.5887,-73.938,75,1,43,5,4,12,140
Lat24Lon59,40.5887,-73.9324,12,,6,,1,1,20
Lat24Lon6,40.5887,-74.2292,7,,7,1,,1,16
Lat24Lon60,40.5887,-73.9268,24,,21,1,,5,51
Lat24Lon61,40.5887,-73.9212,23,,29,2,5,4,63
Lat24Lon65,40.5887,-73.8988,,,3,1,,,4
Lat24Lon78,40.5887,-73.826,,,1,,,,1
Lat24Lon79,40.5887,-73.8204,22,1,22,3,2,2,52
Lat24Lon80,40.5887,-73.8148,47,,50,10,1,2,110
Lat24Lon81,40.5887,-73.8092,100,,133,7,4,16,260
Lat24Lon82,40.5887,-73.8036,45,1,37,7,3,3,96
Lat24Lon83,40.5887,-73.798,36,,31,2,4,5,78
Lat24Lon84,40.5887,-73.7924,17,,9,,1,8,35
Lat24Lon85,40.5887,-73.7868,61,1,29,2,1,13,107
Lat25Lon13,40.5929,-74.19,13,,7,,,,20
Lat25Lon14,40.5929,-74.1844,,,1,,,,1
Lat25Lon18,40.5929,-74.162,52,,14,6,1,1,74
Lat25Lon19,40.5929,-74.1564,21,,13,4,,4,42
Lat25Lon20,40.5929,-74.1508,13,,7,,1,4,25
Lat25Lon21,40.5929,-74.1452,21,,2,1,,,24
Lat25Lon22,40.5929,-74.1396,1,,3,,,,4
Lat25Lon27,40.5929,-74.1116,4,,6,,,,10
Lat25Lon28,40.5929,-74.106,4,,3,,1,2,10
Lat25Lon29,40.5929,-74.1004,27,,32,,,2,61
Lat25Lon30,40.5929,-74.0948,12,,19,2,1,2,36
Lat25Lon31,40.5929,-74.0892,28,,16,,2,4,50
Lat25Lon32,40.5929,-74.0836,19,,15,,2,2,38
Lat25Lon33,40.5929,-74.078,29,,38,1,,,68
Lat25Lon34,40.5929,-74.0724,22,,22,1,1,2,48
Lat25Lon35,40.5929,-74.0668,7,,8,1,1,1,18
Lat25Lon47,40.5929,-73.9996,12,4,62,2,4,,84
Lat25Lon48,40.5929,-73.994,97,2,83,6,,6,194
Lat25Lon49,40.5929,-73.9884,76,,27,1,2,1,107
Lat25Lon50,40.5929,-73.9828,127,,261,4,4,18,414
Lat25Lon51,40.5929,-73.9772,122,1,65,3,6,11,208
Lat25Lon52,40.5929,-73.9716,32,,29,,2,13,76
Lat25Lon53,40.5929,-73.966,64,1,55,3,1,14,138
Lat25Lon54,40.5929,-73.9604,44,,36,1,3,1,85
Lat25Lon55,40.5929,-73.9548,67,,33,2,7,9,118
Lat25Lon56,40.5929,-73.9492,112,1,66,1,2,17,199
Lat25Lon57,40.5929,-73.9436,74,1,48,4,2,6,135
Lat25Lon58,40.5929,-73.938,135,,127,6,5,10,283
Lat25Lon59,40.5929,-73.9324,42,,58,5,1,2,108
Lat25Lon60,40.5929,-73.9268,37,,17,3,6,2,65
Lat25Lon66,40.5929,-73.8932,17,,29,2,4,,52
Lat25Lon81,40.5929,-73.8092,13,,15,4,,5,37
Lat25Lon83,40.5929,-73.798,91,,71,5,4,13,184
Lat25Lon84,40.5929,-73.7924,62,2,62,7,3,5,141
Lat25Lon85,40.5929,-73.7868,128,1,152,6,3,11,301
Lat25Lon86,40.5929,-73.7812,66,,64,5,1,3,139
Lat25Lon87,40.5929,-73.7756,20,,8,1,,1,30
Lat25Lon88,40.5929,-73.77,13,1,23,18,1,4,60
Lat25Lon89,40.5929,-73.7644,39,1,13,5,1,2,61
Lat25Lon90,40.5929,-73.7588,1,,1,,,,2
Lat26Lon13,40.5971,-74.19,,,2,1,,,3
Lat26Lon16,40.5971,-74.1732,2,,2,,,1,5
Lat26Lon17,40.5971,-74.1676,12,,8,1,1,2,24
Lat26Lon18,40.5971,-74.162,3,,4,,,,7
Lat26Lon19,40.5971,-74.1564,3,,4,,,1,8
Lat26Lon22,40.5971,-74.1396,9,,8,,,2,19
Lat26Lon23,40.5971,-74.134,52,,25,,4,2,83
Lat26Lon24,40.5971,-74.1284,32,,12,7,,1,52
Lat26Lon25,40.5971,-74.1228,,,3,,1,,4
Lat26Lon26,40.5971,-74.1172,1,,1,,,,2
Lat26Lon27,40.5971,-74.1116,12,,15,1,,,28
Lat26Lon28,40.5971,-74.106,2,,9,,,1,12
Lat26Lon29,40.5971,-74.1004,9,,9,1,1,2,22
Lat26Lon30,40.5971,-74.0948,19,,18,4,2,1,44
Lat26Lon31,40.5971,-74.0892,86,2,30,2,2,6,128
Lat26Lon32,40.5971,-74.0836,57,,35,5,4,,101
Lat26Lon33,40.5971,-74.078,72,,87,2,3,9,173
Lat26Lon34,40.5971,-74.0724,51,,30,1,,2,84
Lat26Lon35,40.5971,-74.0668,38,,44,4,2,4,92
Lat26Lon36,40.5971,-74.0612,3,,1,1,,,5
Lat26Lon46,40.5971,-74.0052,64,,34,1,2,5,106
Lat26Lon47,40.5971,-73.9996,224,,96,19,9,11,359
Lat26Lon48,40.5971,-73.994,96,,40,2,6,5,149
Lat26Lon49,40.5971,-73.9884,101,3,49,3,5,6,167
Lat26Lon50,40.5971,-73.9828,68,,49,4,6,3,130
Lat26Lon51,40.5971,-73.9772,99,1,48,4,2,9,163
Lat26Lon52,40.5971,-73.9716,56,1,60,5,,9,131
Lat26Lon53,40.5971,-73.966,66,,84,3,2,16,171
Lat26Lon54,40.5971,-73.9604,110,2,81,3,8,9,213
Lat26Lon55,40.5971,-73.9548,94,2,42,7,9,5,159
Lat26Lon56,40.5971,-73.9492,29,,30,3,,6,68
Lat26Lon57,40.5971,-73.9436,119,,126,2,2,12,261
Lat26Lon58,40.5971,-73.938,163,2,285,8,2,16,476
Lat26Lon59,40.5971,-73.9324,39,,20,2,4,4,69
Lat26Lon60,40.5971,-73.9268,4,,7,2,1,,14
Lat26Lon63,40.5971,-73.91,3,,13,,,,16
Lat26Lon79,40.5971,-73.8204,8,,8,1,,1,18
Lat26Lon82,40.5971,-73.8036,9,,13,3,,,25
Lat26Lon83,40.5971,-73.798,32,,30,9,1,8,80
Lat26Lon84,40.5971,-73.7924,37,,23,1,1,6,68
Lat26Lon86,40.5971,-73.7812,150,,224,6,8,19,407
Lat26Lon87,40.5971,-73.7756,58,1,44,9,,8,120
Lat26Lon88,40.5971,-73.77,76,,206,11,6,17,316
Lat26Lon89,40.5971,-73.7644,107,2,77,11,1,14,212
Lat26Lon90,40.5971,-73.7588,132,,95,6,3,19,255
Lat26Lon91,40.5971,-73.7532,295,4,155,10,,25,489
Lat26Lon92,40.5971,-73.7476,84,,57,12,1,14,168
Lat26Lon93,40.5971,-73.742,120,,57,6,2,15,200
Lat26Lon94,40.5971,-73.7364,2,,14,1,,2,19
Lat27Lon12,40.6013,-74.1956,1,,1,,,,2
Lat27Lon16,40.6013,-74.1732,1,,1,1,,,3
Lat27Lon17,40.6013,-74.1676,21,,22,1,3,3,50
Lat27Lon18,40.6013,-74.162,,,,,1,,1
Lat27Lon22,40.6013,-74.1396,12,,20,2,,2,36
Lat27Lon23,40.6013,-74.134,21,,22,3,,3,49
Lat27Lon24,40.6013,-74.1284,30,,15,2,,5,52
Lat27Lon25,40.6013,-74.1228,30,,27,6,1,1,65
Lat27Lon26,40.6013,-74.1172,6,,8,1,,,15
Lat27Lon27,40.6013,-74.1116,1,,6,,,2,9
Lat27Lon28,40.6013,-74.106,,,6,,,1,7
Lat27Lon29,40.6013,-74.1004,5,,7,,,1,13
